pandora_topic_id,topic_term,cnt
TP:140585,NASCAR Truck Series,77
TP:158414,Charles Gracey,77
TP:103268,Robb Walker (SiriusXM Host),76
TP:120815,Patrick Meagher,76
TP:42782,Timothy Dolan,76
TP:33362,Rich Gannon,76
TP:181749,hantavirus,76
TP:2030433,Anti-Weaponization Fund,76
TP:120833,Ron Ross (SiriusXM Host),76
TP:34402,Shohei Ohtani,76
TP:120902,Vincent Caruso,76
TP:149628,George Kamel,76
TP:105160,Tatiana Miranda (SiriusXM Host),76
TP:111497,Bill Gaither (gospel singer),76
TP:105179,Al Skop (SiriusXM Host),76
TP:43628,Lars Ulrich,75
TP:37855,Jim Daly (evangelist),75
TP:135595,agriculture,75
TP:2019643,Ronald Hicks,75
TP:28383,true crime comedy,75
TP:29020,cryptozoology,75
TP:69661,Chris Hillman,75
TP:110466,Shaggy,75
TP:39051,Milwaukee Bucks,75
TP:223192,Matt Doyle (soccer analyst),75
TP:83404,Golden State Warriors,75
TP:32218,Geronimo,75
TP:86635,Premier League,75
TP:50200,John Tartaglia,75
TP:139396,PGA,74
TP:140586,Alan Hahn,74
TP:141684,The CJ Cup Byron Nelson,74
TP:125706,TC,74
TP:147670,Marcas Grant,74
TP:81879,Dan Henning (football),74
TP:123147,Crystal Palace F.C.,74
TP:106200,Kirk Franklin,74
TP:28093,TikTok,74
TP:147241,Jesus Christ,74
TP:32638,Chet Holmgren,74
TP:84622,Los Angeles Clippers,74
TP:70402,Michelangelo Signorile,74
TP:140978,Max Bretos,73
TP:257587,ebola,73
TP:117797,Phil Schoen (SiriusXM Host),73
TP:128950,Reza Farahani,73
TP:103893,Peter Burns (sportscaster),73
TP:116117,"Ken ""Spider"" Webb (SiriusXM host)",73
TP:141782,politics,73
TP:104162,Jo Fidgen,73
TP:104163,Emily Webb (journalist),73
TP:113034,Jeff Foxx,73
TP:126901,January 6 Capitol riot,73
TP:152849,Rob Carson,72
null,Angie Lassman,72
TP:137785,westerns,72
TP:113869,Lisa Valentine Clark,72
TP:139561,Victoria Matiash,72
TP:246481,evangelism,72
TP:196176,Alex Curry,72
TP:43572,Jim Florentine,72
TP:101546,John Hansen,72
TP:40271,Thomas Massie,72
TP:32815,Rich Eisen,72
TP:72286,Brock Vereen,72
TP:148278,rodeo,72
TP:108957,Jason Gray,72
TP:29174,Travis Kelce,72
TP:112631,Koffee,72
TP:134851,Generation Z,72
TP:33068,Tony Kornheiser,72
TP:39061,Russia-Ukraine War,72
TP:133871,Tom MacKenzie,72
TP:150280,Vanessa Richardson,71
TP:105263,Sara West (SiriusXM Host),71
TP:103101,Andrew Wilkow,71
TP:236997,Dave Anthony (news anchor),71
TP:121825,Zach Harper,71
TP:2019611,Austin Cross,71
TP:139086,The Valley (series),71
TP:84619,Dallas Mavericks,71
TP:28054,books,71
TP:107326,Robby Krieger,71
TP:86631,Manchester United F.C.,71
TP:2019612,Julia Paskin,71
null,Kenny Atkinson,70
TP:39044,Chicago Bulls,70
TP:145912,60 Minutes (series),70
TP:2017935,NASCAR O'Reilly Auto Parts Series,70
TP:65463,Matt McCall (basketball),70
TP:139967,AEW Dynamite,70
TP:103117,Danny Kanell,70
TP:29147,Prank Comedy,70
TP:103906,Jason Jackson,70
TP:2015088,United States Semiquincentennial,70
TP:83394,Minnesota Wild,70
TP:103103,Clay Cane,70
TP:179418,Texas Tech Red Raiders,70
TP:124083,social media,69
TP:103649,Fredricka Whitfield,69
TP:32590,Guy Raz,69
TP:110747,Alex Smith (quarterback),69
TP:46664,James Hinchcliffe,69
TP:124446,Jake Hahn,69
TP:176502,Andrew Walworth,69
TP:102182,James Talarico,69
TP:106753,T. Graham Brown,69
TP:29142,veterans,69
TP:103344,Bruce Sellery,69
TP:112866,Michael Jackson,69
TP:112896,Rick Springfield,69
TP:28324,travel,69
TP:139855,WWE Smackdown,69
TP:85639,Malcolm-Jamal Warner,68
TP:28096,TV Reviews & Recaps,68
TP:39727,George Noory,68
TP:236175,National Women's Soccer League,68
TP:84870,Denver Nuggets,68
TP:103259,Mike Ferrin,68
TP:199045,Jordan Angeli,68
TP:32769,Bill O'Reilly,68
TP:140086,David Shepard,68
TP:131543,Carl Cannon,68
TP:103896,Mina Kim,68
TP:103336,Gray Rizzy (SiriusXM Host),68
TP:108626,Jeannie Seely,68
TP:33096,Michael Wilbon,68
TP:114352,Marcus Smith (radio host),68
TP:227282,Congressional Slush Fund,67
TP:40649,Katie Nolan,67
TP:106599,Johnny Cash,67
TP:103386,Tracy G (SiriusXM Host),67
TP:116386,Herkules (SiriusXM Host),67
TP:142750,graduation,67
TP:125685,Wanda Ramos,67
TP:137137,SEVENTEEN,67
TP:2029521,Aronimink Golf Club,67
TP:139205,inflation,67
TP:103387,Boomer Gordon,67
TP:28287,elections,66
TP:103286,Steve Huntington (SiriusXM Host),66
TP:139322,WWE NXT,66
TP:28056,management,66
TP:149653,influencers,66
TP:135445,Laura Jarrett,66
TP:39422,Indianapolis Colts,66
TP:124856,Sarah Geronimo,66
TP:33024,Stephanie Ruhle,66
TP:149061,Meghan King Edmonds,66
TP:118905,Maureen Callahan,66
TP:61966,Jim Duquette,66
TP:29318,The Real Housewives of Beverly Hills,66
TP:83314,Philadelphia Flyers,66
TP:143068,freight,65
TP:29003,horror movies,65
TP:83411,Orlando Magic,65
TP:103366,Mike Terry (SiriusXM Host),65
TP:140499,celebrities,65
TP:28058,Edu-tainment,65
TP:28975,NFL draft,65
TP:84407,Memphis Grizzlies,65
TP:109475,Drake (musician),65
TP:269441,Lynnell Willingham,65
TP:130263,Jessica Charman,65
TP:105055,Lisa Evans (SiriusXM Host),65
TP:46939,Fortune Feimster,65
TP:83597,Anaheim Ducks,65
TP:151280,Don La Greca,65
TP:33211,Lawrence O'Donnell,65
TP:88315,Music News,65
TP:2020074,Josh Graham,65
TP:71062,Roger Alan Wade,64
TP:103166,Paul Bachmann (SiriusXM Host),64
TP:29037,weddings,64
TP:201154,Chris Haynes,64
TP:107250,B.B. King,64
TP:41427,Larry Kudlow,64
TP:116331,Timothy Dooner (SiriusXM Host),64
TP:135624,cancer,64
TP:34559,Danhausen (wrestler),64
TP:120643,Daniel Britt,64
TP:73772,Melissa Lee (journalist),64
TP:181518,regulations,63
TP:32310,Scott Pelley,63
null,Christine Marie Evans,63
TP:120855,Tim Franks,63
TP:103138,Katie McGrady,63
TP:51985,Marc Stein (reporter),63
TP:28313,real estate,63
TP:96710,Owen Bennett-Jones,63
TP:67904,James Menendez,63
TP:116358,Julian Marshall (journalist),63
TP:33378,Nicolle Wallace (journalist),63
TP:116071,Jamie Commerasamy,63
TP:103252,Dan Ronan,62
TP:86730,UEFA Champions League,62
TP:188251,Nate Bukaty,62
